block_num,transaction_index,transaction_hash,from_address,to_address,gas_price,success,dex_name,dex_version,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_address,token_sold_address,project_contract_address,sources,timestamp_ms,inclusion_delay_ms
15596645,30,0x9bc91530a0e9bd3aa796b4a68e925e4ba75ce5139785e56d173bc2f47abaabf2,0x1fc4bc3b9cca5a9b86c8d5f6fa592af999561f28,0x00000000006c3852cbef3e08e8df289169ede581,19101735936,true,,,,,,,,,,,,,
15596645,13,0xf180abf6c8b1b0a99b1760d99325669d7c669ed4304c7a8b4c273d69ede6be73,0x1277f5266dead289eb6ab3f97a866f5854feb33d,0x2b2e8cda09bba9660dca5cb6233787738ad68329,19101735936,true,,,,,,,,,,,,,
15596645,0,0x3b52e22ffe078a1e3fd8af56fb0d612adfea12cc9e71b84d9b7f84f19b63e620,0xbd9b34ccbb8db0fdecb532b1eaf5d46f5b673fe8,0x1cd70346fed1794b80a47762110476ed27b04fb9,34160046915,true,,,,,,,,,,,,,
15596645,32,0xff53cc5ca32d35133b83fea1b322702cceea3cd1b8562d51ee1aa9a021b469b1,0xc819f5a03f8112977389fa882bb334f4f249fa27,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,18936222954,true,uniswap,2,wALV,WETH,wALV-WETH,896.9538559211045,0.055,0x256d1fce1b1221e8398f65f9b36033ce50b2d497,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xbe1737dae50f225b9480d68ee8f889e81d364615,,,
15596645,21,0xcb5adac0f52e64eade80bc6213a36dcfea4c47077553f41bd613a3dd10bf07d0,0x88dfdce3e2703c0794cf9425d309248630e369fd,0xfb9d3d0e283636558a7b7183224f1d65a913bf7e,19101735936,true,,,,,,,,,,,,,
15596645,11,0xaa88b73c4c86232a7df9a8a0516f40fa6ca7dece5e8560c86f949a9dab774fd5,0xec2ecb846aa9255728d8c6afff95d47447e6a739,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,19101735936,true,,,,,,,,,,,,,
15596645,31,0x766ae4d0f752595ac9deb35dbc0c72ec6bb5ed98088cb57f8f2f894c163b25c5,0x4c58ee2b919b513550e47da597e7d8571dfb131f,0xe6482c366bfcca707dc4ed7aea943859f29d8949,19101735936,true,,,,,,,,,,,,,
15596645,18,0x418f86f3b361061686ea004d8926c3d60930cf825ad414a34f0f02c0ea67c982,0xbbcc4a413bca722cd2f64e3397e9383e012a5290,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19101735936,true,,,,,,,,,,,,,
15596645,37,0x882ac8f4ba43236fb166a362257b0d0cafd1144fc0ecb41db1a2b589e1441e7a,0x647dc1366da28f8a64eb831fc8e9f05c90d1ea5a,0x765277eebeca2e31912c9946eae1021199b39c61,17895580353,true,,,,,,,,,,,,,
15596645,33,0xd6736fb8d8ed4e69f698c42d31ae56a89b6c0804632393d178cf8cadb8f54bdf,0xfb9779477e5b4834bf2bc02dd29b97b344d0f700,0xfb9779477e5b4834bf2bc02dd29b97b344d0f700,18813936936,true,,,,,,,,,,,,,
15596645,36,0x9ea298033052c779f9d8377190c915e2b51f8dc320fbafa8ba891671c35d5890,0x6e844f39853635453ce322e411044bb499e7ac59,0xe16531fa249004c76995eeb1cebf1c54d893aa0f,18601735936,true,,,,,,,,,,,,,
15596645,25,0x00836d2f42aadc978b2c07361b5000c7bc89e5a4d299d34a0d7140912d86ee4a,0x0054ce777e09d4abcde3d3489e49be297c2af051,0x00000000006c3852cbef3e08e8df289169ede581,19101735936,false,,,,,,,,,,,,,
15596645,17,0x5bcc388112ec6309737bc9f3992b9e7cfa26df045c40f9342385808e43753282,0xb8c1dab69724da9d3225f14bfd76ae97bb92bfda,0x90a986d3c166d950ea262f75232f542c64699336,19101735936,true,,,,,,,,,,,,,
15596645,39,0xc5f60422046bb71df38a72583fb546e382b955d96f99b3f3e55958b6e3d2042e,0x523db399f4a3eb91ab14689b4e6edf09376a73be,0x205be67c6885c11f04fcf025e1e289dbd6e4fe7a,17868867225,true,,,,,,,,,,,,,
15596645,38,0x08a3ed3e354c74b9d8b294e25e6d81b1169a7ef9c1a99e08ce18c66a151ddd1d,0x6887246668a3b87f54deb3b94ba47a6f63f32985,0x5e4e65926ba27467555eb562121fac00d24e9dd2,17868867225,true,,,,,,,,,,,,,
15596645,14,0xb24a3b9a76238571281f9b5e229a27d1be914a22fe31c0623c5dc68649749d8b,0xaf1157244ea99699fcb1df4623c3287b2f9cdf14,0x3fca1c7ce319bb83e02c4e0bd60961cb4d0481b1,19101735936,true,,,,,,,,,,,,,
15596645,24,0x9295986661776bc6618d1a45bddfce731de26d40b2727d4ab3fa3cbc2e452c4f,0x9b83b97c954690ba955567d8d67a1487ed6656bf,0xa60cb4852f1662a4d71772f697344a02e6f4dd3a,19101735936,true,,,,,,,,,,,,,
15596645,26,0x213149ba61cd4edff5a57618bb7dad48bd0d851ba1452dd5e67a050835d478d9,0x3b0a6f51ff7ab08c029fe2b8d247064145e49f39,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,19101735936,true,sushiswap,1,UwU,WETH,UwU-WETH,0.6491197713404278,0.072,0x55c08ca52497e2f1534b59e2917bf524d4765257,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3e04863dba602713bb5d0edbf7db7c3a9a2b6027,,,
15596645,34,0x2290df8672fb2b3a1c3794e18800760922a8d42c5f4d4a56ef53acb420fbc411,0x0d3a6507c8f2cb8b87849f93dc61186ee46ff5d5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18601735936,true,,,,,,,,,,,,,
15596645,16,0x47ee896c440079db1ab582fd71927245d245df32c33ae9982fab13075d060ee7,0xdbfc7d61ecd84a6dbc99538eb739235125a67a06,0x64192819ac13ef72bf6b5ae239ac672b43a9af08,19101735936,true,,,,,,,,,,,,,
15596645,23,0x965a4877aaf15d32efe7ff8edf61a949d32b735611382dc4b0fb27e411b93d54,0x9d35104b3904b6f12034a7e8edab58a75144936a,0x847d3486b4e9ed810c599eb6a7d36df08e902bfc,19101735936,true,,,,,,,,,,,,,
15596645,3,0x291c69a41a6c563fed6b931d64fcea74f821cea11957116a398d9d74db934504,0x43793ee58e0a3d920e3e4a115a9fa07dc4b09715,0x6e450877fcbfa655722ed5df6902c979c099a852,20696510122,true,,,,,,,,,,,,,
15596645,29,0xfea940167a51ca47114b5c878b8fc8f9b912dc213cfaae0f0b44162b13791490,0x544f5815b47f3c3a55d032191490680da45df45c,0xd0a17cfdd5f474adf181b0bb3e906f27bca2cb40,19101735936,true,,,,,,,,,,,,,
15596645,7,0xcede8b7a13ec73644290094ab4e9231e8be972c4d6413c682dce7d8ae2d42b7d,0x8f00d103c2ae2ef624eb1f891f05813009155c2d,0x283af0b28c62c092c9727f1ee09c02ca627eb7f5,19601735936,true,,,,,,,,,,,,,
15596645,19,0xb79a93d05d8b0d3f79784e0461155f888fd204656abe78b19a0548fd9277e0f0,0x1e3a4d8d5941008e4515933a5f6ccf6ae865a279,0xf442459c8bb4b891b789e816775232b812eb2ccd,19101735936,true,,,,,,,,,,,,,
15596645,1,0x3cf93f8d1496379515b501576a444153867f5aabf223ab47e76045150332d585,0xe029f791e5512a075a39110ed9b3e55f0eb41313,0xa2dba638a6cd8ba56883f5c957488c16fd73a4bf,34000000000,true,,,,,,,,,,,,,
15596645,35,0xde06a08b0afb6ebe069edd2bf37bfebff992aa42e59d4a66f74dd30037faa1a9,0xc6844139fb7c7fc7ad81d9012879c3363e1ebc6f,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,18601735936,true,uniswap,2,PoRan,WETH,PoRan-WETH,220819.7019333471,0.05,0x6b446dbb93958c0e90e131c2192e1e98a4a7dfc3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9e1b3d751ef3feed37afb02ff1faed2705a41b50,,,
15596645,2,0x517eb6fc2de470c8ecacd5e2c2cb592ec837540494c6d60dc3c24cf049f20c78,0xfd54078badd5653571726c3370afb127351a6f26,0xf8d8fba74f7745ec943e841f52245d9c407d0b88,32880390700,true,,,,,,,,,,,,,
15596645,28,0x828390facdd6238317b2827c260cec297a674b2e021d37cdf80e1dc0564479be,0xbea8b72a7a11793690459d09619ab02526395fec,0xfbddadd80fe7bda00b901fbaf73803f2238ae655,19101735936,true,,,,,,,,,,,,,
15596645,15,0x626c781a09ffe0332725137bb4060e8e9b4686ab2d55daf8e2fbd5bab3a20253,0xeb892e854847ece999e3f4730be76f8402aa59a8,0xdac17f958d2ee523a2206206994597c13d831ec7,19101735936,true,,,,,,,,,,,,,
15596645,8,0x8c91a1399f945c4b92eb335796c0869caa2c211e15c4382203760925a3788cab,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xd39b3ccf9ecac0c8013ea30700dea9c6c539ae49,19601735936,true,,,,,,,,,,,,,
15596645,5,0xe7e3e84bc89796474243261e33316b63e18fb99a6c9aa725d8e650ac5f6ba11e,0x8ea89a7e3528242dfc3c26519c5a1cdf2ace5e16,0xc8df9479d31994eba04c38c947478f0d674ad700,20101735936,true,,,,,,,,,,,,,
15596645,10,0x245689a467c9ad9fa1c56ce626364f7a8c8af73d0c803b88dbc85cf9ebb7137f,0x012b18b79d8b276b052f9ad4bda3cc3c3c44c3de,0x00000000006c3852cbef3e08e8df289169ede581,19101735936,true,,,,,,,,,,,,,
15596645,4,0xa98c6019e840ba6677009ff09b570702ac8941fa2139e16f64d4ea16c68eb081,0x328b40a51b34c7e50b575732451b4161e6444d68,0x00000000006c3852cbef3e08e8df289169ede581,20601735936,true,,,,,,,,,,,,,
15596645,12,0x8ea20b95a3a8a8f1a22729f9a17e97664b305beab532e65dcf3f379d517a8ae7,0xe0dc1a6c5f8a4264c45c0e033af411dddb16f03a,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,19101735936,true,,,,,,,,,,,,,
15596645,22,0x94ea8cf311bc33498f873ff0a25eaf29aba345dd41277d70fc30cf136458447f,0x662389b45da0632f7a7d3a68d172cd70af679c46,0x72d47d4d24018ec9048a9b0ae226f1c525b7e794,19101735936,false,,,,,,,,,,,,,
15596645,6,0x63b290f14951039d6b133edf8313390147db9e152c4a1bf370448ce85613cf6b,0xd9b392155a493e5813ede4343a194b5b615cd096,0x3fca1c7ce319bb83e02c4e0bd60961cb4d0481b1,19602843413,true,,,,,,,,,,,,,
15596645,9,0xd529131429a074b4989d027be59186f77f0b0a0ad12c0a64b56779d7677b1632,0x5d515a4185989c66ee9165cfa15aadfedc3bbc38,0x63e7a12c0ffa37788f9e951203f193983d7bd98a,19266023812,true,,,,,,,,,,,,,
15596645,20,0xe73620086a6ae691bc768a33eeaa4d60a5a7936cff8f026cc170cbf4d0ac2c48,0xb5ed3cc5c2a78fad56ff5debf2787cfbde9a6a0a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19101735936,true,,,,,,,,,,,,,
15596645,27,0xd2d57bcf8865370c09f9cc94e97d44aa4d9ae228f24481d84f8f3635ce27ff01,0x3b2f2873897c77b0989a8daf53575a043155821b,0x0e32cee0445413e118b14d02e0409303d338487a,19101735936,true,,,,,,,,,,,,,
